ticker,entry_date,exit_date,entry_price,exit_price,profit_pct,weight,reason,is_crypto,asset_class,era,trade_id
CLX,2013-02-01,2013-06-28,53.01,56.08,5.78,0.02064,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),871
PPL,2013-02-01,2013-06-28,15.54,15.86,2.09,0.02064,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),872
CPB,2013-02-01,2013-06-28,23.8,28.97,21.75,0.02064,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),873
FIS,2013-02-01,2013-06-28,29.48,33.9,14.98,0.02064,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),874
GILD,2013-02-01,2013-06-28,27.84,35.19,26.41,0.02064,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),875
BTC,2012-07-06,2013-06-28,13.8802,101.77,633.2,0.0181,Ribilanciamento mensile (trim parziale),True,Cryptovalute,2012-2024 (Point-In-Time),876
IEF,2013-05-03,2013-06-07,762.05,740.21,-2.87,0.1403,Disattivazione regime macro,False,Obbligazioni,2012-2024 (Point-In-Time),877
BTC,2012-07-06,2013-05-31,13.8802,128.88,828.52,0.0806,Ribilanciamento mensile (trim parziale),True,Cryptovalute,2012-2024 (Point-In-Time),878
BTC,2012-07-06,2013-04-26,13.8802,141.99,922.97,0.0887,Ribilanciamento mensile (trim parziale),True,Cryptovalute,2012-2024 (Point-In-Time),879
FISV,2013-02-01,2013-03-29,20.34,21.97,8.0,0.022393,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),880
HSY,2013-02-01,2013-03-29,57.87,63.54,9.79,0.022393,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),881
CAG,2013-02-01,2013-03-29,15.83,17.14,8.29,0.022393,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),882
AZO,2013-02-01,2013-03-29,374.88,396.77,5.84,0.022393,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),883
ORLY,2013-02-01,2013-03-29,6.23,6.83,9.69,0.022393,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),884
BTC,2012-07-06,2013-03-29,13.8802,87.5,530.39,0.0263,Ribilanciamento mensile (trim parziale),True,Cryptovalute,2012-2024 (Point-In-Time),885
BTC,2012-07-06,2013-02-22,13.8802,29.75,114.33,0.1641,Ribilanciamento mensile (trim parziale),True,Cryptovalute,2012-2024 (Point-In-Time),886
IEF,2012-12-07,2013-02-01,753.22,741.48,-1.56,0.5,Disattivazione regime macro,False,Obbligazioni,2012-2024 (Point-In-Time),887
TRIP,2012-12-28,2013-01-04,36.76,39.23,6.72,0.016667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),888
NFLX,2012-12-28,2013-01-04,1.28,1.37,7.44,0.016667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),889
SRE,2012-12-28,2013-01-04,23.24,23.84,2.58,0.016667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),890
MCK,2012-12-28,2013-01-04,86.94,90.61,4.22,0.016667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),891
HRL,2012-12-28,2013-01-04,10.99,12.29,11.83,0.016667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),892
AMT,2012-12-28,2013-01-04,55.45,56.3,1.53,0.016667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),893
VTR,2012-12-28,2013-01-04,40.81,41.47,1.63,0.016667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),894
CLX,2012-12-28,2013-01-04,48.25,49.61,2.82,0.016667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),895
PPL,2012-12-28,2013-01-04,14.42,14.95,3.66,0.016667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),896
FIS,2012-12-28,2013-01-04,26.82,28.17,5.02,0.016667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),897
DVA,2012-12-28,2013-01-04,54.88,54.92,0.07,0.016667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),898
ECL,2012-12-28,2013-01-04,61.07,64.15,5.04,0.016667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),899
CAG,2012-09-28,2013-01-04,12.99,14.37,10.58,0.016667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),900
CPB,2012-09-28,2013-01-04,21.98,23.08,4.99,0.016667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),901
ABC,2012-09-28,2013-01-04,27.28,30.96,13.46,0.016667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),902
GLD,2012-09-07,2013-01-04,387.94,373.55,-3.71,0.25,Disattivazione regime macro,False,Oro,2012-2024 (Point-In-Time),903
PFE,2012-09-28,2012-12-28,13.06,13.2,1.06,0.011773,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),904
AZO,2012-09-28,2012-12-28,369.67,348.57,-5.71,0.011773,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),905
SO,2012-07-06,2012-12-28,25.42,23.6,-7.13,0.011773,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),906
ROST,2012-07-06,2012-12-28,29.2,23.26,-20.37,0.011773,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),907
VZ,2012-07-06,2012-12-28,21.7,21.19,-2.36,0.011773,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),908
PEP,2012-07-06,2012-12-28,45.61,44.86,-1.65,0.011773,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),909
PEG,2012-07-06,2012-12-28,19.38,18.45,-4.8,0.011773,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),910
BMY,2012-07-06,2012-12-28,21.73,20.23,-6.9,0.011773,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),911
T,2012-07-06,2012-12-28,10.12,9.66,-4.53,0.011773,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),912
HRB,2012-07-06,2012-12-28,9.64,11.14,15.64,0.011773,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),913
CELG,2012-07-06,2012-12-28,21.73,20.23,-6.9,0.011773,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),914
WMT,2012-07-06,2012-12-28,18.05,17.29,-4.21,0.011773,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),915
IEF,2012-05-04,2012-11-02,734.58,752.66,2.46,0.1766,Disattivazione regime macro,False,Obbligazioni,2012-2024 (Point-In-Time),916
BTC,2012-07-06,2012-09-28,6.76,12.46,84.32,0.0954,Ribilanciamento mensile (trim parziale),True,Cryptovalute,2012-2024 (Point-In-Time),917
WM,2012-07-06,2012-09-28,24.1,23.67,-1.78,0.02222,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),918
MCK,2012-07-06,2012-09-28,84.41,77.83,-7.8,0.02222,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),919
DPS,2012-07-06,2012-09-28,4.92,5.09,3.6,0.02222,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),920
CMG,2012-07-06,2012-09-28,7.67,6.35,-17.2,0.02222,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),921
LUV,2012-07-06,2012-09-28,7.93,7.51,-5.29,0.02222,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),922
IEF,2012-05-04,2012-09-28,734.58,756.53,2.99,0.0954,Ribilanciamento mensile (trim parziale),False,Obbligazioni,2012-2024 (Point-In-Time),923
BTC,2012-07-06,2012-08-31,6.76,10.91,61.39,0.0613,Ribilanciamento mensile (trim parziale),True,Cryptovalute,2012-2024 (Point-In-Time),924
IEF,2012-05-04,2012-08-31,734.58,759.17,3.35,0.0613,Ribilanciamento mensile (trim parziale),False,Obbligazioni,2012-2024 (Point-In-Time),925
IEF,2012-05-04,2012-07-27,734.58,756.31,2.96,0.1667,Ribilanciamento mensile (trim parziale),False,Obbligazioni,2012-2024 (Point-In-Time),926
EP,2012-03-30,2012-06-01,1.63,1.44,-11.76,0.02222,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),927
KSS,2012-03-30,2012-06-01,26.09,23.31,-10.65,0.02222,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),928
EXPE,2012-03-30,2012-06-01,30.32,40.56,33.79,0.02222,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),929
CPB,2012-03-30,2012-06-01,21.0,19.61,-6.65,0.02222,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),930
LLY,2012-03-30,2012-06-01,29.67,29.94,0.91,0.02222,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),931
BMS,2012-03-30,2012-06-01,26.5,24.91,-6.01,0.02222,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),932
SO,2012-03-16,2012-06-01,23.96,25.09,4.75,0.02222,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),933
ED,2012-03-16,2012-06-01,33.53,35.44,5.7,0.02222,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),934
KMB,2012-03-16,2012-06-01,42.38,45.49,7.35,0.02222,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),935
HSY,2012-03-16,2012-06-01,42.71,47.07,10.19,0.02222,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),936
DPS,2012-03-16,2012-06-01,4.34,4.58,5.4,0.02222,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),937
AZO,2012-03-16,2012-06-01,378.87,373.68,-1.37,0.02222,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),938
AMT,2012-03-16,2012-06-01,45.69,45.71,0.03,0.02222,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),939
LMT,2012-03-16,2012-06-01,58.39,53.74,-7.97,0.02222,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),940
SHW,2012-03-16,2012-06-01,30.89,36.22,17.24,0.02222,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),941
GLD,2012-02-03,2012-04-06,390.32,368.6,-5.57,0.3333,Disattivazione regime macro,False,Oro,2012-2024 (Point-In-Time),942
IEF,2011-06-03,2012-04-06,712.35,717.01,0.65,0.3333,Disattivazione regime macro,False,Obbligazioni,2012-2024 (Point-In-Time),943
ABT,2012-03-16,2012-03-30,21.34,22.01,3.15,0.02222,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),944
WM,2012-03-16,2012-03-30,25.17,25.25,0.34,0.02222,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),945
VZ,2012-03-16,2012-03-30,18.86,18.23,-3.39,0.02222,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),946
MCD,2012-03-16,2012-03-30,66.29,66.59,0.45,0.02222,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),947
BMY,2012-03-16,2012-03-30,20.42,20.78,1.72,0.02222,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),948
CELG,2012-03-16,2012-03-30,20.42,20.78,1.72,0.02222,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),949
IEF,2011-06-03,2012-02-24,712.35,725.45,1.84,0.1667,Ribilanciamento mensile (trim parziale),False,Obbligazioni,2012-2024 (Point-In-Time),950
GLD,2011-11-04,2011-12-02,397.79,395.39,-0.6,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),951
GLD,2011-03-04,2011-10-07,363.87,370.62,1.85,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),952
BTC,2011-06-03,2011-09-02,11.46,8.46,-26.18,0.0475,Disattivazione regime macro crypto,True,Cryptovalute,1987-2011 (Macro Allocazione),953
IEF,2011-06-03,2011-07-29,657.85,671.14,2.02,0.0232,Ribilanciamento mensile (trim parziale),False,Obbligazioni,1987-2011 (Macro Allocazione),954
BTC,2011-06-03,2011-07-29,11.46,13.95,21.73,0.0232,Ribilanciamento mensile (trim parziale),True,Cryptovalute,1987-2011 (Macro Allocazione),955
GLD,2011-03-04,2011-07-29,324.45,368.55,13.59,0.0232,Ribilanciamento mensile (trim parziale),False,Oro,1987-2011 (Macro Allocazione),956
SPY,2010-10-01,2011-07-01,790.56,906.16,14.62,0.0707,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),957
GLD,2011-03-04,2011-06-24,324.45,340.54,4.96,0.4293,Ribilanciamento mensile (trim parziale),False,Oro,1987-2011 (Macro Allocazione),958
SPY,2010-10-01,2011-06-24,790.56,858.05,8.54,0.4293,Ribilanciamento mensile (trim parziale),False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),959
GLD,2010-09-03,2011-02-04,296.82,306.55,3.28,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),960
IEF,2010-05-07,2010-12-03,609.7,640.96,5.13,0.3333,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),961
GLD,2010-09-03,2010-10-29,283.73,308.78,8.83,0.1667,Ribilanciamento mensile (trim parziale),False,Oro,1987-2011 (Macro Allocazione),962
IEF,2010-05-07,2010-10-29,609.7,656.96,7.75,0.1667,Ribilanciamento mensile (trim parziale),False,Obbligazioni,1987-2011 (Macro Allocazione),963
GLD,2010-05-07,2010-08-06,278.86,274.37,-1.61,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),964
SPY,2010-03-05,2010-06-04,762.25,705.22,-7.48,0.3333,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),965
SPY,2010-03-05,2010-05-28,762.25,722.05,-5.27,0.1667,Ribilanciamento mensile (trim parziale),False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),966
GLD,2010-03-05,2010-04-02,258.0,256.72,-0.5,0.3333,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),967
IEF,2010-02-05,2010-04-02,591.4,583.04,-1.41,0.3333,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),968
IEF,2010-02-05,2010-03-26,591.4,583.14,-1.4,0.1667,Ribilanciamento mensile (trim parziale),False,Obbligazioni,1987-2011 (Macro Allocazione),969
SPY,2009-06-05,2010-02-05,645.31,701.28,8.67,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),970
GLD,2009-02-06,2010-02-05,221.9,243.73,9.84,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),971
IEF,2009-11-06,2010-01-01,586.85,574.91,-2.03,0.3333,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),972
SPY,2009-06-05,2009-11-27,614.92,716.55,16.53,0.1667,Ribilanciamento mensile (trim parziale),False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),973
GLD,2009-02-06,2009-11-27,209.49,267.9,27.88,0.1667,Ribilanciamento mensile (trim parziale),False,Oro,1987-2011 (Macro Allocazione),974
GLD,2009-02-06,2009-06-26,208.66,214.88,2.98,0.0479,Ribilanciamento mensile (trim parziale),False,Oro,1987-2011 (Macro Allocazione),975
IEF,2008-12-05,2009-05-01,594.87,588.13,-1.13,0.5,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),976
IEF,2008-12-05,2009-02-27,594.67,587.22,-1.25,0.0121,Ribilanciamento mensile (trim parziale),False,Obbligazioni,1987-2011 (Macro Allocazione),977
IEF,2008-09-05,2008-11-07,554.57,549.83,-0.86,0.5,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),978
GLD,2008-07-04,2008-09-05,214.34,183.89,-14.21,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),979
GLD,2007-09-07,2008-05-02,172.13,196.93,14.41,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),980
IEF,2007-08-03,2008-05-02,497.72,535.66,7.62,0.5,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),981
SPY,2007-10-05,2007-12-07,972.81,941.97,-3.17,0.3333,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),982
GLD,2007-09-07,2007-10-26,161.56,180.89,11.96,0.1667,Ribilanciamento mensile (trim parziale),False,Oro,1987-2011 (Macro Allocazione),983
IEF,2007-08-03,2007-10-26,486.79,503.84,3.5,0.1667,Ribilanciamento mensile (trim parziale),False,Obbligazioni,1987-2011 (Macro Allocazione),984
SPY,2006-08-04,2007-08-03,863.45,893.35,3.46,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),985
IEF,2007-03-02,2007-06-01,482.67,474.14,-1.77,0.3333,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),986
GLD,2006-12-01,2007-06-01,152.09,154.69,1.71,0.3333,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),987
GLD,2006-12-01,2007-03-30,152.09,153.06,0.64,0.1667,Ribilanciamento mensile (trim parziale),False,Oro,1987-2011 (Macro Allocazione),988
SPY,2006-08-04,2007-03-30,827.89,878.38,6.1,0.1667,Ribilanciamento mensile (trim parziale),False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),989
IEF,2006-08-04,2007-02-02,463.07,471.06,1.73,0.3333,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),990
SPY,2006-08-04,2006-12-29,794.21,872.57,9.87,0.1667,Ribilanciamento mensile (trim parziale),False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),991
IEF,2006-08-04,2006-12-29,463.07,472.89,2.12,0.1667,Ribilanciamento mensile (trim parziale),False,Obbligazioni,1987-2011 (Macro Allocazione),992
GLD,2005-09-02,2006-09-01,115.32,144.68,25.47,0.3333,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),993
GLD,2005-09-02,2006-08-25,115.32,143.82,24.72,0.1667,Ribilanciamento mensile (trim parziale),False,Oro,1987-2011 (Macro Allocazione),994
SPY,2005-12-02,2006-06-02,771.73,783.49,1.52,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),995
IEF,2006-01-06,2006-03-03,461.56,453.73,-1.7,0.3333,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),996
SPY,2005-12-02,2006-01-27,763.33,777.6,1.87,0.1667,Ribilanciamento mensile (trim parziale),False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),997
GLD,2005-09-02,2006-01-27,105.33,129.52,22.97,0.1667,Ribilanciamento mensile (trim parziale),False,Oro,1987-2011 (Macro Allocazione),998
SPY,2005-06-03,2005-11-04,719.79,734.81,2.09,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),999
IEF,2005-09-02,2005-10-07,466.64,457.46,-1.97,0.3333,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),1000
SPY,2005-06-03,2005-09-30,719.24,740.4,2.94,0.1667,Ribilanciamento mensile (trim parziale),False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),1001
GLD,2005-07-01,2005-08-05,99.42,101.51,2.11,0.3333,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),1002
IEF,2005-05-06,2005-08-05,455.67,453.97,-0.37,0.3333,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),1003
SPY,2005-06-03,2005-07-29,717.06,741.46,3.4,0.1667,Ribilanciamento mensile (trim parziale),False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),1004
IEF,2005-05-06,2005-07-29,455.67,456.94,0.28,0.1667,Ribilanciamento mensile (trim parziale),False,Obbligazioni,1987-2011 (Macro Allocazione),1005
GLD,2005-05-06,2005-06-03,99.0,98.19,-0.82,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),1006
GLD,2005-03-04,2005-04-01,101.0,99.23,-1.75,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),1007
SPY,2004-10-01,2005-04-01,687.59,700.82,1.92,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),1008
IEF,2004-08-06,2005-03-04,445.7,448.84,0.71,0.5,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),1009
GLD,2004-09-03,2005-02-04,95.36,96.56,1.26,0.3333,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),1010
GLD,2004-09-03,2004-10-29,95.36,102.02,6.99,0.1667,Ribilanciamento mensile (trim parziale),False,Oro,1987-2011 (Macro Allocazione),1011
IEF,2004-08-06,2004-10-29,443.52,453.2,2.18,0.1667,Ribilanciamento mensile (trim parziale),False,Obbligazioni,1987-2011 (Macro Allocazione),1012
SPY,2004-07-02,2004-08-06,663.14,627.72,-5.34,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),1013
GLD,2004-07-02,2004-08-06,94.83,95.19,0.38,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),1014
GLD,2004-04-02,2004-05-07,100.38,90.17,-10.18,0.3333,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),1015
IEF,2003-10-03,2004-05-07,432.05,421.24,-2.5,0.3333,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),1016
SPY,2003-05-02,2004-05-07,584.18,643.64,10.18,0.3333,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),1017
IEF,2003-10-03,2004-04-30,432.05,429.29,-0.64,0.1667,Ribilanciamento mensile (trim parziale),False,Obbligazioni,1987-2011 (Macro Allocazione),1018
SPY,2003-05-02,2004-04-30,584.18,649.49,11.18,0.1667,Ribilanciamento mensile (trim parziale),False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),1019
GLD,2003-08-01,2004-03-05,82.4,95.55,15.95,0.3333,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),1020
GLD,2003-08-01,2003-10-31,82.4,91.55,11.1,0.1667,Ribilanciamento mensile (trim parziale),False,Oro,1987-2011 (Macro Allocazione),1021
SPY,2003-05-02,2003-10-31,551.31,611.32,10.89,0.1667,Ribilanciamento mensile (trim parziale),False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),1022
IEF,2003-01-03,2003-08-01,406.87,407.64,0.19,0.5,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),1023
GLD,2003-06-06,2003-07-04,86.6,83.57,-3.49,0.3333,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),1024
SPY,2003-05-02,2003-06-27,537.12,564.8,5.15,0.1667,Ribilanciamento mensile (trim parziale),False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),1025
IEF,2003-01-03,2003-06-27,404.08,426.43,5.53,0.1667,Ribilanciamento mensile (trim parziale),False,Obbligazioni,1987-2011 (Macro Allocazione),1026
GLD,2002-12-06,2003-04-04,77.69,77.45,-0.31,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),1027
IEF,2002-05-03,2002-12-06,372.51,399.72,7.3,0.5,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),1028
GLD,2002-10-04,2002-11-01,76.69,75.9,-1.02,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),1029
GLD,2002-03-01,2002-08-09,70.95,74.81,5.44,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),1030
SPY,2002-04-05,2002-05-03,638.5,609.55,-4.53,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),1031
IEF,2002-03-01,2002-04-05,368.81,365.06,-1.01,0.5,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),1032
IEF,2001-08-03,2002-01-04,356.82,358.55,0.49,0.5,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),1033
GLD,2001-09-07,2001-12-07,65.02,65.21,0.29,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),1034
GLD,2001-06-01,2001-08-03,63.43,63.79,0.56,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),1035
IEF,2000-03-03,2001-05-04,304.47,349.7,14.85,0.5,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),1036
SPY,2000-09-01,2000-10-06,845.99,784.5,-7.27,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),1037
SPY,2000-07-07,2000-08-04,821.54,812.01,-1.16,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),1038
SPY,2000-04-07,2000-06-02,838.12,818.23,-2.37,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),1039
GLD,2000-03-03,2000-04-07,68.69,66.7,-2.89,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),1040
SPY,1999-11-05,2000-02-04,756.78,787.17,4.02,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),1041
GLD,1999-11-05,2000-02-04,68.79,69.92,1.64,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),1042
SPY,1999-09-03,1999-10-01,746.66,707.46,-5.25,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),1043
SPY,1998-11-06,1999-08-06,621.24,715.94,15.24,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),1044
IEF,1999-02-05,1999-03-05,312.14,303.34,-2.82,0.5,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),1045
IEF,1997-06-06,1999-01-01,265.78,318.0,19.65,0.5,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),1046
GLD,1998-10-02,1998-11-06,71.62,69.83,-2.49,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),1047
SPY,1997-12-05,1998-08-07,559.78,591.94,5.74,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),1048
GLD,1998-05-01,1998-06-05,73.07,69.21,-5.28,0.3333,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),1049
